Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
39:0	pqwq	title		Jésus comparaît devant le tribunal	1	Ce titre peut aussi être traduit par : «  Le moment où les Juifs ont condamné Jésus  » ou «  Comment les Juifs ont-ils condamné Jésus ? »
39:1	nfs9			C’était le milieu de la nuit	1	On introduit un nouvel évènement. (Voir : [[rc://fr/ta/man/translate/writing-newevent]])
39:1	uncx			le milieu de la nuit	1	Cette expression signifie « la partie intermédiaire de la nuit » ou « très tard dans la nuit ».
39:1	axv1			interroger Jésus	1	C’est-à-dire, « poser des questions à Jésus pour essayer de trouver quelque chose avec lequel ils pourraient l’accuser d’avoir faire du mal ».
39:2	hf2r			ont jugé Jésus	1	Cela pourrait être traduit par, « ils ont eu une réunion formelle pour accuser Jésus d’avoir fait quelque chose de mal ». Habituellement, un procès a pour but de déterminer si une personne est innocente ou coupable d’un crime donné. Dans ce cas, les dirigeants étaient déterminés à déclarer Jésus coupable.
39:2	df6s			ont menti à son sujet	1	Autrement dit, « des témoins ont dit des mensonges », ou « ils l’ont accusé à tort de faire quelque chose de mal ».
39:2	bhe2			leurs déclarations n’étaient pas en accord les unes avec les autres	1	Cela pourrait être traduit par, « ils ont dit des choses au sujet de Jésus qui étaient très différentes les unes des autres », ou « les témoins ont dit des choses au sujet de Jésus qui se contredisaient ».
39:2	ejhd			qu’il était coupable de quoi que ce soit	1	C’est-à-dire, « qu’il avait fait quelque chose de mal ».
39:3	g6pg			Finalement	1	C’est-à-dire, « Après avoir été incapables de trouver des preuves contre lui » ou « Étant incapables de prouver qu’il était coupable ».
39:3	lxoi			le Fils du Dieu vivant	1	C’est un titre important qui appartient à Jésus. (Voir : [[rc://fr/ta/man/translate/guidelines-sonofgodprinciples]])
39:4	f3wf			Je le suis	1	C’est-à-dire, « je suis comme vous l’avez dit » ou « je suis le Messie et le Fils de Dieu ». « Je suis » est aussi le nom de Dieu (voir [09:14] (09/14)). En disant simplement : « Je suis », Jésus disait aussi qu’il était Dieu. Si possible, traduisez cela de sorte que les gens voient un rapport entre la réponse de Jésus et le nom de Dieu.
39:4	p0zh			assis avec Dieu	1	Cela pourrait être traduit par, « régner avec Dieu ». Parce que Dieu est le souverain sur tout, les gens parlent de lui comme assis sur un trône au ciel. En disant qu’il serait assis avec Dieu, Jésus a affirmé qu’il avait l’autorité pour régner avec le Père.
39:4	w4a3			assis avec Dieu et venant du ciel	1	Cela pourrait être traduit par, « assis à côté de Dieu puis venant du ciel ».
39:4	ud8h			a déchiré ses vêtements parce qu’il était furieux	1	Les Juifs déchiraient leurs vêtements pour montrer leur chagrin ou leur colère. Si déchirer les vêtements signifie quelque chose d’autre dans votre langue, vous pouvez substituer une phrase telle que « il était extrêmement en colère ». (Voir : [[rc://fr/ta/man/translate/translate-symaction]])
39:4	e57e			Nous n’avons plus besoin de témoins pour nous dire ce que cet homme a fait !	1	Le grand prêtre a dit cela parce qu’il pensait qu’ils avaient réussi à prouver que Jésus était coupable de blasphème. (Voir : [[rc://fr/ta/man/translate/figs-exclamations]])
39:4	ofn8			Vous-mêmes	1	Ces pronoms sont au pluriel et font référence à tous les membres du conseil. (Voir : [[rc://fr/ta/man/translate/figs-pronouns]])
39:4	tu5z			le Fils de Dieu	1	C’est un titre important qui appartient à Jésus. (Voir : [[rc://fr/ta/man/translate/guidelines-sonofgodprinciples]])
39:4	x3eu			Quel est votre verdict ?	1	C’est-à-dire : « Dites-nous ce que vous avez décidé : est-il innocent ou coupable ? ». Le grand prêtre voulait que les chefs religieux condamnent Jésus pour avoir prétendu être l’égal de Dieu.
39:5	tje8			Il mérite de mourir !	1	Les dirigeants juifs ont dit cela pour souligner à quel point ils étaient en colère contre Jésus. (Voir : [[rc://fr/ta/man/translate/figs-exclamations]])
39:5	iupl			ils ont bandé les yeux de Jésus	1	C’est-à-dire : « Ils ont couvert les yeux de Jésus pour qu’il ne puisse plus voir ».
39:5	bi83			lui ont craché dessus	1	Cela pourrait également se traduire par, « ils ont craché sur lui pour l’insulter » ou « ils ont craché sur lui pour dire qu’il ne valait rien ». C’était une façon de montrer du mépris pour quelqu’un. (Voir : [[rc://fr/ta/man/translate/translate-symaction]])
39:6	uznw			Elle lui a dit : «  Tu étais aussi avec Jésus !	1	La servante a dit cela pour accuser Pierre d’être un criminel. (Voir : [[rc://fr/ta/man/translate/figs-exclamations]])
39:6	n0vq			l’a nié	1	"Cela peut être traduit par, « Pierre a dit que ce n’était pas vrai », « a dit qu’il n’était pas avec Jésus » ou « il a dit : ""Non, ce n’est pas vrai"" »."
39:6	dxj3			Pierre l’a nié encore une fois	1	Cela pourrait être traduit par, « Pierre a nié une seconde fois qu’il avait connu Jésus », ou « encore une fois, Pierre a dit qu’il n’avait pas été avec Jésus ».
39:6	ihfa			Nous savons que tu étais avec Jésus parce que vous êtes tous deux des Galiléens	1	La servante devine probablement que Pierre était originaire de Galilée à cause de sa façon de parler. (Voir : [[rc://fr/ta/man/translate/figs-explicit]])
39:7	qyr1			Que Dieu me maudisse si je connais cet homme	1	C’est une malédiction qui signifie : « Que Dieu me fasse du mal si ce que tu dis est vrai » ou « Que Dieu me punisse si je te mens ! » De cette manière, Pierre disait très fermement qu’il ne connaissait pas Jésus. Il désigne Jésus par l’expression « cet homme » pour faire croire qu’il ne le connaît pas. (Voir : [[rc://fr/ta/man/translate/figs-exclamations]])
39:7	bw02			un coq a chanté	1	Cette phrase fait référence au son « cocorico » qu’un coq fait le matin. Voyez comment vous avez traduit cela dans [38:09] (38/09).
39:8	ff2i			a pleuré amèrement	1	C’est-à-dire, « il a pleuré, ressentant une profonde tristesse » ou « pleurant, ressentant un profond regret ».
39:8	zyyq			celui qui avait trahi Jésus	1	C’est-à-dire, « celui qui avait aidé les dirigeants à arrêter Jésus ».
39:8	krua			avaient condamné Jésus à mort	1	C’est-à-dire, « il avait dit que Jésus était coupable et devait mourir ».
39:9	iqir			Il travaillait pour Rome	1	Le gouvernement romain avait nommé Pilate gouverneur de la région de Judée en Israël.
39:9	x07r			condamne Jésus et le tue	1	En tant que gouverneur, Pilate avait le pouvoir de condamner Jésus à mort, d’approuver sa crucifixion, ou de le libérer. Les chefs religieux juifs n’avaient pas ce pouvoir.
39:9	ec4e			a demandé à Jésus : « Es-tu le roi des Juifs ?	1	C’est une citation directe. On peut aussi l’exprimer comme une citation indirecte : « Pilate a demandé à Jésus s’il était le roi des Juifs ». (Voir : [[rc://fr/ta/man/translate/figs-quotations]])
39:10	bq3f			mon royaume n’est pas ici sur la terre	1	C’est-à-dire, « mon royaume n’est pas comme les royaumes terrestres ».
39:10	h0qr			mes serviteurs se battraient pour moi	1	Autrement dit, « mes disciples se battraient pour me protéger » afin que je puisse établir mon royaume.
39:10	ei85			Tous ceux… m’écoutent.	1	Cela pourrait se traduire par, « ils écoutent mon enseignement et m’obéissent ». Cela veut dire que non seulement ils entendent les paroles de Jésus, mais ils les appliquent dans leurs manières de vivre.
39:10	bs1n			Qu’est-ce que la vérité ?	1	Cette remarque apparaît sous la forme d’une question reflétant la conviction de Pilate que personne ne sait vraiment ce qu’est la vérité. Traduction alternative : « Quelqu’un peut-il savoir ce qui est vrai ? ». (Voir : [[rc://fr/ta/man/translate/figs-rquestion]])
39:11	efbx			Il n’est pas coupable !	1	C’est-à-dire, « Il n’a rien fait de mal ! ».
39:12	t3mo			commence à se révolter	1	C’est-à-dire, « commence à faire des choses violentes dans leur colère ».
39:12	ewdf			il a consenti	1	Pilate ne voulait pas tuer Jésus parce qu’il croyait que Jésus était innocent. Mais il a été obligé de dire à ses soldats de crucifier Jésus à cause de sa peur de la foule. Si possible, traduisez cette phrase de manière à montrer sa réticence.
39:12	dwnt			lui ont mis… une robe royale	1	C’est-à-dire, « une robe comme la robe d’un roi ». Cette robe avait une couleur vive, elle ressemblait donc au genre de robe qu’un roi porterait. (Voir : [[rc://fr/ta/man/translate/translate-symaction]])
39:12	ziir			lui ont mis… une couronne d’épines	1	Cela signifie qu’ils ont attaché des branches d’épines en cercle pour ressembler à une couronne. Une couronne est un ornement qu’un roi porte sur sa tête pour montrer son autorité. Mais la couronne qu’ils ont mise sur la tête de Jésus portait des épines pointues et douloureuses. (Voir : [[rc://fr/ta/man/translate/translate-symaction]])
39:12	lgab			Regardez, le roi des Juifs !	1	Ils disaient cela pour se moquer de Jésus. Ils appelaient Jésus « le roi des Juifs » mais ils ne croyaient pas vraiment qu’il était un roi. Et pourtant, ce qu’ils disaient était vrai. (Voir : [[rc://fr/ta/man/translate/figs-irony]], [[rc://fr/ta/man/translate/figs-exclamations]])
39:12	dbak			Regardez	1	C’est-à-dire « Contemplez » ou « Voici ».
39:12	ot3d			le roi des Juifs	1	Puisque les soldats se moquaient de Jésus, on pourrait dire « le soi-disant roi des Juifs ».
39:12	i12i			Une histoire biblique à partir de	1	Ces références peuvent être légèrement différentes dans certaines traductions de la Bible.
40:0	x435	title		Jésus est crucifié	1	Ce titre peut aussi être traduit par : « La mort de Jésus sur la croix » ou « Comment Jésus est-il mort sur la croix ? ».
40:1	khhx			Après s’être moqués de Jésus, les soldats l’ont emmené pour le crucifier	1	Cette phrase introduit un nouvel évènement. (Voir : [[rc://fr/ta/man/translate/writing-newevent]])
40:1	cm87			l’ont emmené	1	C’est-à-dire, « ils l’ont forcé à aller avec eux ». Cela pourrait aussi être traduit par, « l’ont pris avec eux ».
40:1	t8rw			pour le crucifier	1	C’est-à-dire, « pour le tuer sur une croix ».
40:2	v9gk			un endroit appelé « le lieu du crâne »	1	"On peut reformuler cela sous forme active : « un endroit que les gens appelaient ""le lieu du crâne"" ». (Voir : [[rc://fr/ta/man/translate/figs-activepassive]])"
40:2	xozo			le lieu du crâne	1	Une colline près de Jérusalem avec un sommet blanc et rocheux qui avait la forme du sommet d’un crâne.
40:2	wcwd			Père	1	C’est un titre important qui appartient à Dieu. (Voir : [[rc://fr/ta/man/translate/guidelines-sonofgodprinciples]])
40:2	vnac			pardonne-leur, parce qu’ils ne savent pas ce qu’ils font	1	Autrement dit, « ils ne comprennent pas le sens de ce qu’ils font, alors s’il te plaît pardonnez-leur ». Les soldats pensaient que Jésus était seulement un criminel qui méritait de mourir. Ils ne comprenaient pas qu’il était le Fils de Dieu. Traduction alternative : « car ils ne savent pas vraiment qui ils crucifient ». (Voir : [[rc://fr/ta/man/translate/figs-explicit]])
40:3	csvt			les soldats ont tiré au sort la tunique de Jésus	1	C’est-à-dire, « ils ont joué à un jeu de hasard pour gagner les vêtements de Jésus ». Nous ne savons pas comment ils l’ont fait, mais dans certaines cultures cela pourrait être traduit par, « ils ont jeté des pierres par terre pour gagner les vêtements de Jésus » ou « ils ont choisi des bâtons pour décider qui pourrait prendre les vêtements de Jésus ». Le gagnant a reçu ses vêtements. (Voir : [[rc://fr/ta/man/translate/figs-explicit]])
40:3	w7ow			ils ont accompli une prophétie qui disait	1	C’est-à-dire, « ils ont fait ce que les Écritures avaient prédit » ou « ils ont fait ce qu’un prophète a écrit il y a longtemps ».
40:4	psdn			deux brigands	1	On pourrait traduire par, « deux bandits». Ce sont des criminels qui ont utilisé la force ou la violence pour voler des choses.
40:4	l4q2			Ne crains-tu pas que Dieu te punisse ?	1	Le voleur ne s’attend pas à une réponse. C’est une façon que certaines langues utilisent pour formuler un reproche ou un avertissement. Si votre langue n’utilise pas ce genre de question, traduisez-la par, « Tu devrais craindre Dieu ! ». (Voir : [[rc://fr/ta/man/translate/figs-rquestion]])
40:4	ntxh			Nous sommes coupables d’avoir fait beaucoup de mauvaises choses, mais cet homme est innocent.	1	Cette phrase pourrait être traduite par : « Toi et moi, nous avons fait le mal et méritons de mourir, mais cet homme, Jésus, n’a rien fait de mal et ne mérite pas de mourir ». 
40:4	ny37			Nous sommes coupables	1	Le pronom « Nous » inclut ici les deux voleurs, mais pas Jésus. (Voir : [[rc://fr/ta/man/translate/figs-exclusive]])
40:4	hmog			cet homme	1	Cette expression désigne Jésus.
40:4	swae			Souviens-toi de moi	1	C’est-à-dire, « S’il te plaît, accepte-moi », « S’il te plaît, accueille-moi » ou « S’il te plaît, permets-moi d’être avec toi ». Ici « se souvenir » ne signifie pas se rappeler quelque chose après l’avoir oubliée; c'est plutôt une demande humble.
